Race,Age_at_Release,Gang_Affiliated,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Drug,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Drug,Residence_Changes,Recidivism_Within_3years,Drug_Test_Positive,Employment_Status
BLACK,23-27,TRUE,High,Less than HS diploma,1,Drug,Less than 1 year,6,1,2,1,3,2 or more,0,TRUE,FALSE,Unemployed
WHITE,23-27,FALSE,Specialized,At least some college,0,Violent/Sex,Greater than 2 to 3 years,1,0,0,1,0,0,0,FALSE,FALSE,Employed
BLACK,33-37,FALSE,Standard,Less than HS diploma,3 or more,Drug,1-2 years,3,2,2,0,2,1,0,TRUE,FALSE,Employed
WHITE,33-37,FALSE,Specialized,Less than HS diploma,1,Violent/Non-Sex,1-2 years,4,3,0,3 or more,2,0,0,TRUE,FALSE,Unemployed
BLACK,23-27,FALSE,Specialized,Less than HS diploma,0,Property,Less than 1 year,3,2,0,0,0,0,0,FALSE,FALSE,Employed
WHITE,23-27,FALSE,High,Less than HS diploma,1,Property,Less than 1 year,5,6 or more,0,0,4 or more,0,1,TRUE,FALSE,Employed
WHITE,28-32,FALSE,Specialized,High School Diploma,0,Property,Greater than 2 to 3 years,7,0,2,2,0,0,1,FALSE,TRUE,Employed
BLACK,28-32,TRUE,Specialized,Less than HS diploma,3 or more,Property,More than 3 years,3,1,1,1,0,0,2,FALSE,FALSE,Employed
WHITE,48 or older,FALSE,Standard,Less than HS diploma,3 or more,Drug,1-2 years,4,2,2,0,1,0,1,FALSE,FALSE,Employed
WHITE,18-22,FALSE,High,High School Diploma,0,Drug,Less than 1 year,6,4,3,0,1,1,1,TRUE,FALSE,Employed
WHITE,28-32,TRUE,Specialized,High School Diploma,2,Other,Greater than 2 to 3 years,8,2,1,2,0,0,2,FALSE,FALSE,Unemployed
WHITE,28-32,FALSE,Standard,Less than HS diploma,3 or more,Other,Less than 1 year,9,6 or more,3,3 or more,4 or more,1,0,TRUE,FALSE,Employed
WHITE,33-37,FALSE,Specialized,High School Diploma,0,Property,Greater than 2 to 3 years,10 or more,3,2,3 or more,4 or more,0,2,FALSE,FALSE,Employed
WHITE,23-27,FALSE,High,Less than HS diploma,1,Property,Greater than 2 to 3 years,2,0,1,0,0,0,0,FALSE,FALSE,Employed
BLACK,18-22,TRUE,Specialized,High School Diploma,1,Property,More than 3 years,1,0,0,0,0,0,0,FALSE,FALSE,Employed
BLACK,33-37,FALSE,High,At least some college,1,Other,1-2 years,7,1,3,3 or more,0,2 or more,0,FALSE,FALSE,Employed
WHITE,48 or older,FALSE,Standard,High School Diploma,1,Drug,1-2 years,5,6 or more,2,2,4 or more,1,0,FALSE,FALSE,Unemployed
BLACK,23-27,FALSE,Specialized,High School Diploma,0,Violent/Sex,More than 3 years,1,0,0,1,0,0,0,FALSE,FALSE,Unemployed
BLACK,48 or older,FALSE,High,At least some college,1,Property,Greater than 2 to 3 years,8,6 or more,0,3 or more,3,0,3 or more,TRUE,FALSE,Employed
WHITE,28-32,FALSE,Specialized,Less than HS diploma,3 or more,Property,Less than 1 year,4,6 or more,0,0,2,0,3 or more,TRUE,FALSE,Employed
BLACK,23-27,TRUE,High,High School Diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,3,2,1,0,1,0,0,FALSE,FALSE,Unemployed
WHITE,23-27,TRUE,Standard,High School Diploma,2,Violent/Non-Sex,More than 3 years,1,2,0,0,1,1,3 or more,FALSE,FALSE,Employed
WHITE,23-27,FALSE,Specialized,At least some college,0,Property,Greater than 2 to 3 years,3,1,1,0,0,0,1,FALSE,FALSE,Employed
BLACK,23-27,TRUE,High,High School Diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,2,6 or more,1,0,2,0,3 or more,TRUE,FALSE,Unemployed
WHITE,48 or older,FALSE,High,High School Diploma,1,Property,Greater than 2 to 3 years,10 or more,6 or more,3,3 or more,4 or more,2 or more,1,TRUE,FALSE,Unemployed
WHITE,43-47,FALSE,High,Less than HS diploma,2,Property,Greater than 2 to 3 years,10 or more,3,2,3 or more,4 or more,0,0,TRUE,TRUE,Employed
BLACK,28-32,TRUE,Specialized,High School Diploma,1,Violent/Non-Sex,More than 3 years,1,2,1,0,2,1,3 or more,TRUE,FALSE,Employed
BLACK,23-27,TRUE,High,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,4,1,0,0,0,0,3 or more,TRUE,FALSE,Unemployed
WHITE,38-42,FALSE,Standard,High School Diploma,0,Property,Less than 1 year,6,4,3,1,2,1,0,TRUE,FALSE,Employed
BLACK,28-32,FALSE,High,Less than HS diploma,3 or more,Drug,1-2 years,10 or more,6 or more,2,1,2,2 or more,0,TRUE,FALSE,Unemployed
WHITE,28-32,FALSE,Standard,Less than HS diploma,0,Other,Greater than 2 to 3 years,6,4,5 or more,1,0,2 or more,1,FALSE,FALSE,Employed
WHITE,28-32,FALSE,Standard,High School Diploma,2,Violent/Non-Sex,Greater than 2 to 3 years,6,2,1,0,1,0,1,TRUE,FALSE,Employed
WHITE,23-27,FALSE,Specialized,High School Diploma,0,Violent/Sex,Less than 1 year,3,1,0,1,0,0,0,FALSE,FALSE,Employed
BLACK,23-27,FALSE,High,High School Diploma,1,Other,Less than 1 year,2,2,2,0,0,0,0,FALSE,FALSE,Unemployed
BLACK,18-22,TRUE,Specialized,Less than HS diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,6,0,2,0,0,0,0,TRUE,FALSE,Unemployed
BLACK,38-42,FALSE,Specialized,Less than HS diploma,3 or more,Violent/Sex,More than 3 years,6,6 or more,0,3 or more,1,0,0,FALSE,FALSE,Employed
BLACK,33-37,FALSE,Standard,High School Diploma,2,Drug,Greater than 2 to 3 years,2,4,1,0,1,0,0,TRUE,FALSE,Employed
BLACK,23-27,FALSE,Specialized,Less than HS diploma,0,Property,Less than 1 year,8,2,4,1,2,2 or more,1,TRUE,FALSE,Employed
BLACK,23-27,FALSE,Standard,High School Diploma,2,Property,Greater than 2 to 3 years,4,1,0,1,0,0,0,TRUE,FALSE,Employed
BLACK,18-22,FALSE,Specialized,High School Diploma,0,Property,1-2 years,4,5,2,0,4 or more,1,0,TRUE,FALSE,Employed
BLACK,18-22,TRUE,Specialized,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,4,1,0,0,1,0,0,TRUE,FALSE,Employed
WHITE,38-42,FALSE,Standard,Less than HS diploma,0,Drug,More than 3 years,2,6 or more,2,1,2,1,1,TRUE,FALSE,Employed
WHITE,38-42,FALSE,Standard,High School Diploma,2,Violent/Non-Sex,More than 3 years,8,1,3,3 or more,0,2 or more,2,TRUE,FALSE,Employed
WHITE,48 or older,FALSE,Specialized,High School Diploma,2,Drug,Greater than 2 to 3 years,3,4,3,0,2,1,0,FALSE,FALSE,Employed
BLACK,23-27,FALSE,Standard,High School Diploma,3 or more,Other,Less than 1 year,3,6 or more,1,2,3,1,1,TRUE,FALSE,Employed
WHITE,23-27,TRUE,Specialized,Less than HS diploma,2,Violent/Non-Sex,1-2 years,4,3,1,0,1,0,2,FALSE,TRUE,Employed
BLACK,28-32,FALSE,High,High School Diploma,3 or more,Other,Greater than 2 to 3 years,10 or more,4,5 or more,1,2,2 or more,0,TRUE,FALSE,Unemployed
WHITE,48 or older,FALSE,Standard,At least some college,2,Violent/Non-Sex,Less than 1 year,6,6 or more,4,0,0,1,0,FALSE,FALSE,Unemployed
WHITE,18-22,FALSE,Specialized,High School Diploma,0,Property,Less than 1 year,1,2,0,0,1,0,3 or more,TRUE,FALSE,Employed
WHITE,48 or older,FALSE,Specialized,At least some college,1,Property,1-2 years,10 or more,6 or more,0,3 or more,4 or more,0,0,TRUE,FALSE,Employed
BLACK,43-47,FALSE,Specialized,Less than HS diploma,3 or more,Violent/Sex,1-2 years,8,1,1,3 or more,0,0,1,FALSE,FALSE,Employed
BLACK,43-47,FALSE,Standard,High School Diploma,1,Property,1-2 years,10 or more,6 or more,4,3 or more,3,2 or more,2,FALSE,FALSE,Employed
WHITE,43-47,FALSE,Specialized,At least some college,0,Property,1-2 years,10 or more,6 or more,3,3 or more,4 or more,2 or more,0,TRUE,FALSE,Employed
WHITE,33-37,TRUE,Specialized,Less than HS diploma,0,Property,1-2 years,4,0,0,3 or more,1,0,1,TRUE,FALSE,Employed
BLACK,28-32,TRUE,Standard,Less than HS diploma,2,Drug,Greater than 2 to 3 years,5,2,4,3 or more,2,2 or more,2,TRUE,TRUE,Employed
WHITE,33-37,FALSE,Standard,Less than HS diploma,3 or more,Drug,Less than 1 year,2,2,2,2,1,2 or more,0,FALSE,FALSE,Employed
WHITE,23-27,FALSE,High,Less than HS diploma,1,Property,Greater than 2 to 3 years,7,6 or more,3,1,4 or more,2 or more,2,TRUE,FALSE,Employed
WHITE,33-37,FALSE,Standard,At least some college,0,Drug,Less than 1 year,3,0,1,0,0,0,0,FALSE,TRUE,Employed
BLACK,43-47,FALSE,Standard,Less than HS diploma,3 or more,Property,1-2 years,10 or more,6 or more,0,3 or more,4 or more,0,0,TRUE,FALSE,Unemployed
WHITE,43-47,FALSE,Specialized,Less than HS diploma,2,Violent/Non-Sex,Greater than 2 to 3 years,2,5,1,1,2,0,1,FALSE,FALSE,Employed
BLACK,18-22,FALSE,High,Less than HS diploma,0,Drug,1-2 years,2,1,2,0,0,0,2,TRUE,FALSE,Employed
WHITE,48 or older,FALSE,Specialized,Less than HS diploma,1,Other,1-2 years,10 or more,6 or more,0,3 or more,4 or more,0,1,TRUE,FALSE,Unemployed
WHITE,43-47,FALSE,Specialized,High School Diploma,1,Property,1-2 years,10 or more,6 or more,0,3 or more,4 or more,0,0,TRUE,FALSE,Employed
BLACK,38-42,FALSE,Standard,At least some college,2,Other,Less than 1 year,10 or more,4,5 or more,3 or more,3,2 or more,2,FALSE,FALSE,Employed
WHITE,33-37,FALSE,Specialized,At least some college,3 or more,Violent/Non-Sex,More than 3 years,6,1,0,0,1,0,3 or more,FALSE,FALSE,Employed
BLACK,23-27,FALSE,High,Less than HS diploma,1,Other,Greater than 2 to 3 years,1,3,0,0,3,0,1,TRUE,FALSE,Unemployed
BLACK,33-37,FALSE,Specialized,At least some college,3 or more,Property,Less than 1 year,2,3,0,0,2,0,0,FALSE,FALSE,Unemployed
WHITE,18-22,FALSE,Specialized,Less than HS diploma,0,Violent/Sex,More than 3 years,3,0,0,0,0,0,0,FALSE,FALSE,Unemployed
BLACK,23-27,FALSE,Specialized,At least some college,0,Violent/Non-Sex,1-2 years,1,1,1,1,0,0,0,TRUE,FALSE,Employed
WHITE,48 or older,FALSE,Specialized,Less than HS diploma,0,Property,Greater than 2 to 3 years,10 or more,5,1,3 or more,3,0,0,TRUE,FALSE,Employed
BLACK,28-32,FALSE,Standard,High School Diploma,0,Other,1-2 years,10 or more,6 or more,5 or more,3 or more,4 or more,2 or more,1,TRUE,FALSE,Unemployed
BLACK,38-42,FALSE,Specialized,High School Diploma,1,Other,1-2 years,1,0,0,1,0,0,0,FALSE,FALSE,Employed
WHITE,28-32,FALSE,Standard,High School Diploma,1,Drug,1-2 years,1,4,1,0,1,0,0,TRUE,FALSE,Employed
WHITE,33-37,FALSE,Standard,High School Diploma,3 or more,Drug,Greater than 2 to 3 years,8,6 or more,4,0,4 or more,1,0,FALSE,FALSE,Unemployed
WHITE,33-37,FALSE,High,High School Diploma,3 or more,Drug,1-2 years,8,6 or more,5 or more,2,4 or more,2 or more,0,TRUE,TRUE,Employed
WHITE,38-42,FALSE,Specialized,Less than HS diploma,1,Drug,1-2 years,10 or more,3,5 or more,3 or more,2,2 or more,0,TRUE,FALSE,Employed
BLACK,18-22,FALSE,High,High School Diploma,3 or more,Other,Less than 1 year,3,2,1,2,1,1,0,TRUE,FALSE,Unemployed
WHITE,23-27,FALSE,High,High School Diploma,1,Property,Greater than 2 to 3 years,8,4,2,3 or more,0,0,3 or more,TRUE,FALSE,Employed
WHITE,18-22,FALSE,Specialized,High School Diploma,0,Property,Less than 1 year,3,1,0,0,0,0,3 or more,TRUE,FALSE,Employed
WHITE,33-37,FALSE,High,High School Diploma,0,Property,1-2 years,7,3,3,3 or more,4 or more,2 or more,0,TRUE,FALSE,Employed
WHITE,28-32,FALSE,Specialized,At least some college,1,Violent/Non-Sex,1-2 years,9,1,3,3 or more,0,1,2,TRUE,TRUE,Employed
WHITE,33-37,FALSE,Standard,Less than HS diploma,3 or more,Other,Less than 1 year,10 or more,5,0,3 or more,3,0,0,FALSE,FALSE,Unemployed
BLACK,43-47,FALSE,High,Less than HS diploma,3 or more,Property,Less than 1 year,10 or more,6 or more,2,3 or more,4 or more,1,0,FALSE,TRUE,Employed
BLACK,28-32,FALSE,Specialized,High School Diploma,2,Drug,1-2 years,6,2,2,1,2,0,0,TRUE,FALSE,Employed
WHITE,33-37,FALSE,High,High School Diploma,1,Property,1-2 years,6,2,0,3 or more,0,0,1,FALSE,FALSE,Employed
BLACK,28-32,FALSE,Specialized,High School Diploma,1,Other,1-2 years,7,6 or more,5 or more,2,3,2 or more,1,FALSE,FALSE,Employed
BLACK,33-37,FALSE,Standard,Less than HS diploma,0,Property,Greater than 2 to 3 years,6,0,2,1,0,0,0,FALSE,FALSE,Unemployed
WHITE,48 or older,FALSE,Standard,Less than HS diploma,1,Property,1-2 years,9,4,5 or more,3 or more,3,1,3 or more,FALSE,FALSE,Employed
BLACK,28-32,FALSE,Specialized,Less than HS diploma,0,Violent/Sex,More than 3 years,1,2,0,1,0,0,0,FALSE,FALSE,Employed
BLACK,33-37,FALSE,Specialized,High School Diploma,1,Violent/Non-Sex,More than 3 years,2,0,0,1,0,0,0,FALSE,FALSE,Employed
BLACK,23-27,FALSE,High,High School Diploma,0,Property,Greater than 2 to 3 years,2,1,0,1,0,0,1,FALSE,FALSE,Employed
BLACK,23-27,FALSE,Specialized,Less than HS diploma,2,Property,Greater than 2 to 3 years,4,4,1,1,2,0,0,FALSE,FALSE,Employed
WHITE,33-37,FALSE,High,At least some college,0,Drug,Greater than 2 to 3 years,8,6 or more,5 or more,2,4 or more,2 or more,1,TRUE,TRUE,Employed
BLACK,33-37,FALSE,Standard,High School Diploma,1,Other,Greater than 2 to 3 years,6,3,5 or more,2,2,2 or more,0,FALSE,FALSE,Employed
WHITE,38-42,FALSE,Standard,Less than HS diploma,1,Other,1-2 years,6,6 or more,2,1,4 or more,0,1,TRUE,FALSE,Employed
BLACK,23-27,TRUE,Specialized,Less than HS diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,2,0,1,0,0,0,3 or more,TRUE,FALSE,Employed
BLACK,23-27,TRUE,High,Less than HS diploma,0,Other,More than 3 years,0,1,0,0,0,0,1,FALSE,FALSE,Employed
BLACK,38-42,FALSE,High,High School Diploma,0,Violent/Non-Sex,1-2 years,10 or more,6 or more,5 or more,3 or more,2,2 or more,0,TRUE,FALSE,Unemployed
BLACK,18-22,FALSE,High,Less than HS diploma,0,Property,Less than 1 year,7,3,0,2,1,0,2,FALSE,FALSE,Employed
BLACK,38-42,FALSE,Specialized,At least some college,1,Drug,1-2 years,10 or more,6 or more,5 or more,3 or more,4 or more,2 or more,1,TRUE,FALSE,Employed
WHITE,38-42,FALSE,Specialized,At least some college,3 or more,Drug,Less than 1 year,10 or more,6 or more,1,3 or more,1,2 or more,0,FALSE,FALSE,Employed
BLACK,33-37,FALSE,Standard,High School Diploma,0,Drug,Less than 1 year,5,4,3,1,3,2 or more,0,FALSE,FALSE,Employed
BLACK,48 or older,FALSE,High,High School Diploma,0,Drug,1-2 years,6,6 or more,1,3 or more,4 or more,1,0,TRUE,FALSE,Employed
BLACK,38-42,FALSE,High,High School Diploma,2,Property,Greater than 2 to 3 years,10 or more,6 or more,4,3 or more,3,2 or more,1,TRUE,FALSE,Employed
WHITE,33-37,FALSE,Specialized,High School Diploma,1,Property,More than 3 years,10 or more,5,3,3 or more,0,2 or more,0,TRUE,FALSE,Employed
BLACK,43-47,FALSE,High,High School Diploma,2,Drug,Greater than 2 to 3 years,8,3,3,3 or more,1,2 or more,0,FALSE,FALSE,Employed
BLACK,43-47,FALSE,High,High School Diploma,1,Other,1-2 years,4,6 or more,3,3 or more,1,2 or more,0,FALSE,TRUE,Employed
BLACK,43-47,FALSE,High,Less than HS diploma,0,Property,Greater than 2 to 3 years,10 or more,6 or more,5 or more,3 or more,3,2 or more,1,TRUE,FALSE,Employed
BLACK,33-37,FALSE,Standard,High School Diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,9,4,4,1,4 or more,1,0,FALSE,FALSE,Unemployed
BLACK,48 or older,FALSE,Specialized,High School Diploma,2,Property,More than 3 years,10 or more,6 or more,0,3 or more,4 or more,0,2,TRUE,FALSE,Employed
WHITE,43-47,FALSE,High,High School Diploma,2,Property,Greater than 2 to 3 years,10 or more,4,4,3 or more,4 or more,1,0,FALSE,FALSE,Employed
BLACK,28-32,TRUE,Specialized,High School Diploma,1,Property,1-2 years,8,3,1,3 or more,3,0,3 or more,TRUE,TRUE,Employed
WHITE,23-27,FALSE,High,Less than HS diploma,0,Property,Less than 1 year,2,2,1,0,0,1,2,FALSE,FALSE,Employed
BLACK,23-27,TRUE,Specialized,High School Diploma,1,Violent/Sex,Greater than 2 to 3 years,5,3,2,0,0,0,0,FALSE,FALSE,Employed
WHITE,28-32,FALSE,High,High School Diploma,3 or more,Property,Less than 1 year,9,6 or more,3,3 or more,4 or more,2 or more,1,FALSE,FALSE,Employed
BLACK,28-32,FALSE,Standard,High School Diploma,0,Other,1-2 years,5,6 or more,1,3 or more,4 or more,0,2,TRUE,FALSE,Unemployed
BLACK,48 or older,FALSE,Standard,At least some college,3 or more,Property,1-2 years,10 or more,3,3,3 or more,0,0,2,FALSE,FALSE,Unemployed
WHITE,33-37,FALSE,High,Less than HS diploma,0,Other,1-2 years,8,6 or more,4,0,3,2 or more,0,TRUE,FALSE,Employed
WHITE,38-42,FALSE,Standard,High School Diploma,3 or more,Property,Less than 1 year,7,3,1,0,2,0,0,FALSE,FALSE,Employed
BLACK,23-27,FALSE,Specialized,Less than HS diploma,0,Drug,1-2 years,4,5,0,2,1,0,0,FALSE,FALSE,Employed
WHITE,23-27,TRUE,Standard,High School Diploma,0,Property,Less than 1 year,4,1,0,0,0,0,0,TRUE,FALSE,Employed
BLACK,28-32,FALSE,High,Less than HS diploma,3 or more,Drug,More than 3 years,8,6 or more,5 or more,1,4 or more,2 or more,1,FALSE,FALSE,Employed
WHITE,28-32,FALSE,Standard,Less than HS diploma,0,Property,1-2 years,10 or more,6 or more,0,0,3,0,0,TRUE,FALSE,Unemployed
BLACK,48 or older,FALSE,Standard,High School Diploma,3 or more,Property,Less than 1 year,10 or more,6 or more,2,3 or more,4 or more,1,1,TRUE,TRUE,Unemployed
BLACK,23-27,TRUE,High,Less than HS diploma,2,Violent/Non-Sex,Less than 1 year,10 or more,2,1,0,2,0,1,TRUE,TRUE,Employed
BLACK,48 or older,FALSE,Standard,High School Diploma,3 or more,Violent/Non-Sex,1-2 years,10 or more,6 or more,3,3 or more,4 or more,2 or more,1,FALSE,FALSE,Employed
BLACK,28-32,FALSE,Specialized,High School Diploma,3 or more,Violent/Non-Sex,Less than 1 year,6,6 or more,3,1,2,2 or more,1,TRUE,FALSE,Unemployed
BLACK,33-37,FALSE,High,High School Diploma,3 or more,Drug,1-2 years,10 or more,6 or more,3,3 or more,4 or more,2 or more,0,FALSE,FALSE,Employed
WHITE,28-32,FALSE,High,Less than HS diploma,0,Drug,Less than 1 year,6,1,4,1,1,0,0,TRUE,FALSE,Employed
BLACK,33-37,TRUE,Standard,Less than HS diploma,3 or more,Other,Less than 1 year,10 or more,6 or more,5 or more,3 or more,4 or more,2 or more,0,TRUE,FALSE,Employed
BLACK,23-27,FALSE,Specialized,High School Diploma,2,Property,1-2 years,5,4,4,0,1,2 or more,0,TRUE,FALSE,Employed
BLACK,28-32,TRUE,High,Less than HS diploma,1,Other,Less than 1 year,7,6 or more,2,3 or more,4 or more,2 or more,0,TRUE,FALSE,Employed
BLACK,28-32,FALSE,High,At least some college,2,Property,1-2 years,3,1,0,0,0,0,0,FALSE,FALSE,Employed
WHITE,28-32,FALSE,Standard,Less than HS diploma,1,Property,Less than 1 year,7,4,3,1,1,1,0,FALSE,FALSE,Employed
WHITE,28-32,FALSE,High,Less than HS diploma,0,Property,Greater than 2 to 3 years,7,6 or more,1,3 or more,3,2 or more,1,FALSE,FALSE,Employed
BLACK,38-42,FALSE,Standard,At least some college,0,Drug,Greater than 2 to 3 years,3,5,2,1,3,1,0,FALSE,FALSE,Employed
BLACK,23-27,TRUE,Specialized,High School Diploma,3 or more,Drug,1-2 years,5,1,2,0,1,2 or more,0,TRUE,FALSE,Employed
BLACK,33-37,FALSE,Specialized,Less than HS diploma,0,Property,More than 3 years,8,1,2,3 or more,0,2 or more,0,TRUE,FALSE,Employed
WHITE,28-32,FALSE,Specialized,High School Diploma,2,Property,1-2 years,8,5,2,3 or more,2,1,2,TRUE,FALSE,Employed
BLACK,23-27,TRUE,Specialized,Less than HS diploma,0,Property,More than 3 years,6,1,0,1,1,0,0,TRUE,FALSE,Unemployed
WHITE,28-32,FALSE,Standard,At least some college,1,Drug,1-2 years,10 or more,6 or more,4,3 or more,2,2 or more,2,TRUE,FALSE,Unemployed
WHITE,28-32,TRUE,Standard,Less than HS diploma,2,Property,Less than 1 year,7,6 or more,1,2,3,1,1,TRUE,TRUE,Employed
WHITE,48 or older,FALSE,Standard,Less than HS diploma,3 or more,Drug,Greater than 2 to 3 years,7,4,5 or more,0,1,0,0,TRUE,FALSE,Employed
WHITE,43-47,FALSE,Specialized,High School Diploma,3 or more,Property,Greater than 2 to 3 years,7,6 or more,0,0,4 or more,0,3 or more,FALSE,FALSE,Employed
WHITE,38-42,FALSE,Standard,At least some college,0,Property,Less than 1 year,6,6 or more,2,3 or more,1,1,0,TRUE,FALSE,Employed
BLACK,43-47,FALSE,High,Less than HS diploma,0,Property,Greater than 2 to 3 years,10 or more,2,4,3 or more,1,2 or more,0,TRUE,FALSE,Employed
BLACK,38-42,FALSE,Standard,High School Diploma,2,Drug,Less than 1 year,7,4,3,0,2,0,2,FALSE,FALSE,Employed
WHITE,23-27,TRUE,High,Less than HS diploma,1,Property,Less than 1 year,8,4,1,3 or more,2,1,3 or more,TRUE,TRUE,Employed
BLACK,38-42,FALSE,Specialized,Less than HS diploma,1,Property,Less than 1 year,10 or more,6 or more,0,3 or more,4 or more,0,2,TRUE,FALSE,Unemployed
WHITE,28-32,TRUE,Standard,High School Diploma,0,Property,Less than 1 year,10 or more,6 or more,2,3 or more,4 or more,1,1,TRUE,FALSE,Employed
WHITE,28-32,TRUE,Standard,High School Diploma,2,Property,More than 3 years,9,5,1,1,0,1,3 or more,TRUE,FALSE,Employed
BLACK,28-32,FALSE,Standard,Less than HS diploma,3 or more,Drug,1-2 years,8,2,4,1,0,2 or more,0,TRUE,FALSE,Unemployed
BLACK,38-42,FALSE,Specialized,Less than HS diploma,3 or more,Violent/Sex,1-2 years,4,3,1,0,4 or more,1,1,FALSE,FALSE,Employed
WHITE,28-32,FALSE,Specialized,Less than HS diploma,2,Violent/Non-Sex,Greater than 2 to 3 years,4,6 or more,0,2,4 or more,0,1,FALSE,FALSE,Employed
BLACK,28-32,FALSE,Specialized,Less than HS diploma,2,Other,Less than 1 year,10 or more,6 or more,3,3 or more,4 or more,1,0,TRUE,FALSE,Employed
WHITE,48 or older,FALSE,Standard,At least some college,0,Other,1-2 years,6,3,5 or more,0,0,2 or more,0,TRUE,FALSE,Employed
WHITE,38-42,FALSE,High,High School Diploma,3 or more,Property,More than 3 years,8,6 or more,0,2,4 or more,0,1,TRUE,FALSE,Employed
BLACK,33-37,FALSE,High,High School Diploma,3 or more,Drug,Greater than 2 to 3 years,9,6 or more,5 or more,1,2,2 or more,0,FALSE,FALSE,Employed
BLACK,43-47,FALSE,Standard,High School Diploma,0,Drug,More than 3 years,10 or more,6 or more,4,3 or more,4 or more,2 or more,0,TRUE,FALSE,Employed
WHITE,48 or older,FALSE,Standard,High School Diploma,2,Drug,1-2 years,4,6 or more,3,3 or more,2,2 or more,3 or more,TRUE,FALSE,Unemployed
BLACK,23-27,FALSE,Specialized,Less than HS diploma,2,Property,Less than 1 year,10 or more,6 or more,5 or more,3 or more,4 or more,2 or more,3 or more,TRUE,FALSE,Employed
WHITE,23-27,TRUE,Specialized,Less than HS diploma,0,Violent/Non-Sex,1-2 years,3,2,0,0,1,0,0,TRUE,FALSE,Employed
BLACK,23-27,FALSE,Specialized,Less than HS diploma,3 or more,Drug,1-2 years,5,4,3,1,2,2 or more,1,TRUE,FALSE,Employed
BLACK,38-42,FALSE,Specialized,High School Diploma,0,Drug,1-2 years,8,0,3,2,1,2 or more,2,FALSE,FALSE,Employed
BLACK,28-32,FALSE,High,Less than HS diploma,3 or more,Drug,Less than 1 year,9,6 or more,5 or more,2,2,2 or more,2,TRUE,FALSE,Employed
BLACK,48 or older,FALSE,Standard,High School Diploma,3 or more,Drug,Greater than 2 to 3 years,4,6 or more,3,3 or more,4 or more,2 or more,0,FALSE,FALSE,Employed
WHITE,33-37,FALSE,High,Less than HS diploma,3 or more,Drug,1-2 years,4,3,5 or more,1,3,2 or more,0,TRUE,FALSE,Employed
WHITE,43-47,FALSE,Specialized,Less than HS diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,10 or more,6 or more,2,2,1,1,0,FALSE,FALSE,Employed
BLACK,43-47,FALSE,Standard,High School Diploma,3 or more,Violent/Non-Sex,1-2 years,10 or more,6 or more,0,3 or more,4 or more,0,1,FALSE,FALSE,Unemployed
BLACK,28-32,FALSE,Specialized,High School Diploma,2,Violent/Non-Sex,More than 3 years,3,5,0,3 or more,3,0,0,FALSE,FALSE,Employed
BLACK,33-37,FALSE,Specialized,High School Diploma,1,Violent/Non-Sex,More than 3 years,8,6 or more,3,1,4 or more,2 or more,3 or more,TRUE,TRUE,Employed
BLACK,38-42,FALSE,Standard,High School Diploma,1,Violent/Non-Sex,1-2 years,10 or more,2,5 or more,3 or more,2,2 or more,1,TRUE,FALSE,Unemployed
BLACK,48 or older,FALSE,Standard,Less than HS diploma,2,Violent/Non-Sex,1-2 years,10 or more,6 or more,5 or more,2,4 or more,2 or more,2,FALSE,FALSE,Employed
BLACK,23-27,TRUE,Specialized,High School Diploma,1,Property,1-2 years,5,0,0,1,0,0,1,FALSE,FALSE,Employed
WHITE,48 or older,FALSE,High,At least some college,0,Property,Greater than 2 to 3 years,10 or more,6 or more,2,1,3,0,2,TRUE,FALSE,Unemployed
WHITE,23-27,FALSE,Specialized,High School Diploma,0,Property,Less than 1 year,7,2,0,0,1,0,0,TRUE,TRUE,Unemployed
WHITE,48 or older,FALSE,Standard,At least some college,2,Drug,1-2 years,6,5,2,3 or more,4 or more,1,3 or more,TRUE,FALSE,Employed
BLACK,23-27,TRUE,Standard,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,4,0,0,2,0,0,3 or more,TRUE,FALSE,Employed
WHITE,43-47,FALSE,Standard,High School Diploma,0,Other,1-2 years,8,6 or more,3,1,2,0,1,TRUE,FALSE,Employed
WHITE,28-32,FALSE,Standard,Less than HS diploma,0,Drug,Less than 1 year,10 or more,6 or more,2,1,2,0,0,TRUE,FALSE,Employed
WHITE,43-47,FALSE,Specialized,High School Diploma,3 or more,Property,Greater than 2 to 3 years,10 or more,6 or more,5 or more,3 or more,4 or more,2 or more,2,TRUE,FALSE,Employed
WHITE,23-27,FALSE,Specialized,High School Diploma,1,Violent/Non-Sex,Greater than 2 to 3 years,5,2,1,2,2,1,0,TRUE,FALSE,Employed
